"association","fromObjectIdentity","toObjectIdentity"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/404"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/412"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_PUT___catalog_models_attributes__id_/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_DELETE___catalog_models_attributes__id_"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Model_Modification","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/id"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/404"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Modification/_DELETE___catalog_models_attributes__id_/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_GET___catalog_models_attributes__id_"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Model_Info","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/id"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/404"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_","Catalog_Administrator_Public_REST_API/Model_Info/_GET___catalog_models_attributes__id_/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_GET___catalog_data_relationships"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Object_Info","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/seed"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/association"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/direction"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/removeDuplicateAggregateLinks"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/depth"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/includeTerms"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/includeAttribute"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_relationships/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_GET___catalog_data_objects"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Object_Info","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/q"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/id"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/offset"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/pageSize"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/related"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_PUT___catalog_data_objects"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Object_Modification","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/If-Match"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/412"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_GET___catalog_data_objects__id_"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Object_Info","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/id"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/404"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Info/_GET___catalog_data_objects__id_/default"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Catalog","Catalog_Administrator_Public_REST_API/Catalog/_PUT___catalog_data_objects__id_"
"com.ldm.custom.swaggerapiv2.TagEndpoint","Catalog_Administrator_Public_REST_API/Object_Modification","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/id"
"com.ldm.custom.swaggerapiv2.EndpointParameter","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/If-Match"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/200"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/400"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/401"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/403"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/404"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/412"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/429"
"com.ldm.custom.swaggerapiv2.EndpointResponse","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_","Catalog_Administrator_Public_REST_API/Object_Modification/_PUT___catalog_data_objects__id_/default"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Model_Modification"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Object_Info"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Resource_Execution"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Resource_Info"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Model_Info"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Object_Modification"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Connection_Assignment"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Resource_Modification"
"com.ldm.custom.swaggerapiv2.SwaggerInfoTag","Catalog_Administrator_Public_REST_API","Catalog_Administrator_Public_REST_API/Catalog"
